pm25,HR,CorrDiff,Diffusion,Reg,LR-interp,FLAML,RF
5.771847152710e+01,5.629936070668e-04,5.586439547481e-04,5.568454992374e-04,5.747517665732e-04,6.213619296078e-04,7.359415149058e-06,5.096161665920e-06
5.788243103027e+01,5.602097815604e-04,5.524827888372e-04,5.504929708832e-04,5.643262077061e-04,6.174375554179e-04,7.172995783558e-06,5.430768177696e-06
5.804639434814e+01,5.564613343642e-04,5.461854481152e-04,5.439594933150e-04,5.544494605075e-04,6.134969889324e-04,7.255435576339e-06,5.580395863713e-06
5.821035385132e+01,5.516618451528e-04,5.397282119943e-04,5.371520470564e-04,5.451348313217e-04,6.092151043647e-04,7.761244425961e-06,5.521635224086e-06
5.837431716919e+01,5.459006772690e-04,5.331582824017e-04,5.300348601767e-04,5.363035760048e-04,6.042706359870e-04,8.612214234014e-06,5.275764418134e-06
5.853827667236e+01,5.393409842284e-04,5.265797488530e-04,5.226388341778e-04,5.278410481018e-04,5.984626436834e-04,9.506169506366e-06,4.874422011175e-06
5.870223999023e+01,5.321139838628e-04,5.201167359937e-04,5.150549749136e-04,5.196604060600e-04,5.917757406921e-04,1.009658091320e-05,4.339718427842e-06
5.886619949341e+01,5.242771118531e-04,5.138730188194e-04,5.074241670241e-04,5.117511143953e-04,5.843710277125e-04,1.014776241719e-05,3.687334870288e-06
5.903016281128e+01,5.158503478940e-04,5.079000748732e-04,4.999130823013e-04,5.041820052541e-04,5.765138524693e-04,9.711952599089e-06,2.950453233660e-06
5.919412612915e+01,5.069020235960e-04,5.021906650190e-04,4.926755067532e-04,4.970610206073e-04,5.684899622785e-04,9.232816430186e-06,2.196025785839e-06
5.935808563232e+01,4.976198741174e-04,4.966951489984e-04,4.858021452471e-04,4.904680044801e-04,5.605542800039e-04,9.239257259600e-06,1.517563672002e-06
5.952204895020e+01,4.883221012295e-04,4.913486963559e-04,4.792848561417e-04,4.843993945709e-04,5.529331823702e-04,9.779388372452e-06,1.015761231727e-06
5.968600845337e+01,4.794018942909e-04,4.860897565275e-04,4.730225924599e-04,4.787581639046e-04,5.458615907375e-04,1.031019059502e-05,7.742146072571e-07
5.984997177124e+01,4.712274955981e-04,4.808530950780e-04,4.668712517961e-04,4.733924738970e-04,5.396058251410e-04,1.026895137274e-05,8.267490875072e-07
6.001393127441e+01,4.640478926935e-04,4.755463357537e-04,4.607187635866e-04,4.681633928890e-04,5.344408515802e-04,9.609898654877e-06,1.124067287080e-06
6.017789459229e+01,4.579333448146e-04,4.700278571102e-04,4.545399294698e-04,4.629964926334e-04,5.305738703470e-04,8.675679696883e-06,1.528472886714e-06
6.034185409546e+01,4.527696812967e-04,4.641135618933e-04,4.484042484967e-04,4.578899591254e-04,5.280530791685e-04,7.727931019939e-06,1.867765048861e-06
6.050581741333e+01,4.482915021162e-04,4.576166239715e-04,4.424317734052e-04,4.528733389687e-04,5.267095879411e-04,6.791992553528e-06,2.032261718831e-06
6.066977691650e+01,4.441385487793e-04,4.504105807367e-04,4.367324914659e-04,4.479480545776e-04,5.261743639814e-04,5.859698233399e-06,2.032804884475e-06
6.083374023438e+01,4.399143433430e-04,4.424837384748e-04,4.313650858239e-04,4.430432356670e-04,5.259718165951e-04,5.031965638269e-06,1.954409883928e-06
6.099769973755e+01,4.352442872655e-04,4.339646273803e-04,4.263411911556e-04,4.380146263316e-04,5.256556005475e-04,4.429949604429e-06,1.855493571082e-06
6.116166305542e+01,4.298307768875e-04,4.251021699123e-04,4.216602017099e-04,4.326815019052e-04,5.249275287413e-04,4.063260968721e-06,1.726625723906e-06
6.132562255859e+01,4.235079463718e-04,4.162111709843e-04,4.173453782403e-04,4.268835373948e-04,5.236870796864e-04,3.815564719132e-06,1.535073205904e-06
6.148958587646e+01,4.162836405269e-04,4.075925295785e-04,4.134472266819e-04,4.205275404289e-04,5.219901247393e-04,3.539235877435e-06,1.276284579501e-06
6.165354919434e+01,4.083567729822e-04,3.994565201447e-04,4.100117835345e-04,4.136125933556e-04,5.199396442462e-04,3.191440669699e-06,9.783838484132e-07
6.181750869751e+01,4.000912970378e-04,3.918699041607e-04,4.070324997891e-04,4.062307518190e-04,5.175629172508e-04,2.881331767337e-06,6.846010594323e-07
6.198147201538e+01,3.919426110643e-04,3.847522507418e-04,4.044191957283e-04,3.985526316408e-04,5.147359651314e-04,2.738753700774e-06,4.445780104501e-07
6.214543151855e+01,3.843509474693e-04,3.779304656093e-04,4.020060361139e-04,3.908036387988e-04,5.111925198385e-04,2.748531743621e-06,3.078497900487e-07
6.230939483643e+01,3.776274079143e-04,3.712286750002e-04,3.995957182060e-04,3.832212871671e-04,5.066111035799e-04,2.761181496385e-06,3.066666841554e-07
6.247335433960e+01,3.718776264991e-04,3.645581201170e-04,3.970207629900e-04,3.759951383642e-04,5.007403665948e-04,2.659807487361e-06,4.312544536465e-07
6.263731765747e+01,3.669883436334e-04,3.579602877610e-04,3.941917306941e-04,3.691970952882e-04,4.935024828368e-04,2.484030828533e-06,6.132057180592e-07
6.280127716064e+01,3.626869422264e-04,3.515898068499e-04,3.911126858757e-04,3.627419398202e-04,4.850333993248e-04,2.384550613160e-06,7.452872696822e-07
6.296524047852e+01,3.586439174660e-04,3.456463860428e-04,3.878566136477e-04,3.564093693182e-04,4.756434548191e-04,2.485635006326e-06,7.483579749564e-07
6.312919998169e+01,3.545779074637e-04,3.402963834295e-04,3.845164839007e-04,3.499413104704e-04,4.657272616847e-04,2.795734309328e-06,6.351033712464e-07
6.329316329956e+01,3.503204822251e-04,3.356144710842e-04,3.811566575243e-04,3.431739835097e-04,4.556612809534e-04,3.173555696215e-06,4.994210149737e-07
6.345712280273e+01,3.458284998949e-04,3.315667343364e-04,3.777939010664e-04,3.361442362219e-04,4.457374021096e-04,3.364484359122e-06,4.355492265612e-07
6.362108612061e+01,3.411532543060e-04,3.280266171207e-04,3.744164272478e-04,3.291079819652e-04,4.361440307363e-04,3.194187934522e-06,4.686065554139e-07
6.378504943848e+01,3.363975626854e-04,3.248093907227e-04,3.710297362570e-04,3.224609104225e-04,4.269927878429e-04,2.753057885022e-06,5.556994041456e-07
6.394900894165e+01,3.316840688331e-04,3.217046570859e-04,3.676961143442e-04,3.165931389953e-04,4.183598300129e-04,2.281718732433e-06,6.367233906871e-07
6.411297607422e+01,3.271460481849e-04,3.184996248262e-04,3.645396326149e-04,3.117443587628e-04,4.103208353251e-04,1.906399525418e-06,6.775525315243e-07
6.427693176270e+01,3.229342596480e-04,3.149976261458e-04,3.617106199384e-04,3.079215835299e-04,4.029724745233e-04,1.600887104005e-06,6.770464324087e-07
6.444089508057e+01,3.192146052958e-04,3.110377454086e-04,3.593248047291e-04,3.049046264846e-04,3.964330919851e-04,1.332280492834e-06,6.490212051593e-07
6.460485839844e+01,3.161442639991e-04,3.065265334355e-04,3.574123607715e-04,3.023390152227e-04,3.908379170613e-04,1.106458489560e-06,6.005993116790e-07
6.476882171631e+01,3.138170463769e-04,3.014731828059e-04,3.558952682091e-04,2.998731003404e-04,3.863174161649e-04,9.115752293331e-07,5.245773684665e-07
6.493277740479e+01,3.122016399608e-04,2.960180470818e-04,3.545994847461e-04,2.972910910662e-04,3.829638718047e-04,7.228704249699e-07,4.141961232612e-07
6.509674072266e+01,3.111055451406e-04,2.904357159139e-04,3.532898554588e-04,2.945902173928e-04,3.807875005213e-04,5.575133529990e-07,2.831029590831e-07
6.526070404053e+01,3.101940311859e-04,2.851057309858e-04,3.517146503993e-04,2.919734004296e-04,3.796780928295e-04,4.647944743231e-07,1.623147542866e-07
6.542465972900e+01,3.090640436928e-04,2.804465534656e-04,3.496483915633e-04,2.897566192202e-04,3.793857509007e-04,4.513395038419e-07,7.659188747565e-08
6.558862304688e+01,3.073444553660e-04,2.768293408349e-04,3.469260559756e-04,2.882285838186e-04,3.795334534049e-04,4.516758539505e-07,2.943303751982e-08
6.575258636475e+01,3.047795099060e-04,2.744966622112e-04,3.434632792129e-04,2.875220581503e-04,3.796589739147e-04,3.942417599297e-07,9.161023555433e-09
6.591654968262e+01,3.012633186779e-04,2.735053538429e-04,3.392569959298e-04,2.875495792106e-04,3.792760721899e-04,2.758104005721e-07,2.302982195133e-09
6.608050537109e+01,2.968243991251e-04,2.737099295856e-04,3.343719251342e-04,2.880295138564e-04,3.779444281532e-04,1.503499185128e-07,4.669742856384e-10
6.624446868896e+01,2.915831957455e-04,2.747844049652e-04,3.289223205292e-04,2.885841268326e-04,3.753407980010e-04,6.442256818588e-08,7.630916122325e-11
6.640843200684e+01,2.857175224292e-04,2.762734907073e-04,3.230634369347e-04,2.888606870608e-04,3.713269366464e-04,2.735824057285e-08,1.004653312085e-11
6.657239532471e+01,2.794490330425e-04,2.776654381032e-04,3.169887945265e-04,2.886238391997e-04,3.660021008104e-04,3.239375726517e-08,1.065451272598e-12
6.673635864258e+01,2.730470232838e-04,2.784812660101e-04,3.109256268210e-04,2.877885774510e-04,3.597206779451e-04,8.459417572172e-08,9.101012477117e-14
6.690031433105e+01,2.668256556131e-04,2.783696969935e-04,3.051147228815e-04,2.863948355897e-04,3.530514107318e-04,2.041174515534e-07,6.262118232067e-15
6.706427764893e+01,2.611122094320e-04,2.771832228036e-04,2.997718017102e-04,2.845462480505e-04,3.466644707712e-04,4.075707335575e-07,3.469846496600e-16
6.722824096680e+01,2.561881098068e-04,2.750021556491e-04,2.950486810686e-04,2.823429711067e-04,3.411670811689e-04,6.895012358000e-07,1.548473199915e-17
6.739220428467e+01,2.522156760396e-04,2.720847928027e-04,2.910099304855e-04,2.798301611292e-04,3.369299201616e-04,1.013293295445e-06,5.565434711123e-19
6.755615997314e+01,2.491847655756e-04,2.687551599227e-04,2.876420532735e-04,2.769767689881e-04,3.339752161094e-04,1.295859433533e-06,1.611272503690e-20
6.772012329102e+01,2.469016176637e-04,2.652751862495e-04,2.848873312061e-04,2.736883518949e-04,3.319761037344e-04,1.411955308941e-06,3.756380856117e-22
6.788408660889e+01,2.450314217446e-04,2.617648431836e-04,2.826845984509e-04,2.698519669532e-04,3.303772472120e-04,1.282345161573e-06,7.052937688358e-24
6.804804992676e+01,2.431831926943e-04,2.582054014326e-04,2.809917657423e-04,2.653969436214e-04,3.285887588405e-04,9.864549309834e-07,1.066522754907e-25
6.821200561523e+01,2.410164599307e-04,2.545187647748e-04,2.797820842061e-04,2.603529113305e-04,3.261782023733e-04,7.310122928870e-07,1.299155222415e-27
6.837596893311e+01,2.383376308063e-04,2.506680518036e-04,2.790187971558e-04,2.548814910585e-04,3.229878419154e-04,6.690596188566e-07,1.274279225116e-29
6.853993225098e+01,2.351574801429e-04,2.467184520635e-04,2.786261413115e-04,2.492715515156e-04,3.191464089457e-04,7.645526222203e-07,1.006624916949e-31
6.870389556885e+01,2.316871655439e-04,2.428200720698e-04,2.784732059311e-04,2.438921454171e-04,3.149868592022e-04,8.420586703935e-07,6.404279157506e-34
6.886785888672e+01,2.282714695654e-04,2.391304571654e-04,2.783810134177e-04,2.391182711413e-04,3.109158237121e-04,7.623782685507e-07,3.281499418944e-36
6.903181457520e+01,2.252775598700e-04,2.357300089029e-04,2.781503868250e-04,2.352487967186e-04,3.072844898093e-04,5.408598858391e-07,1.354525052224e-38
6.919577789307e+01,2.229749372024e-04,2.325865624277e-04,2.775990616635e-04,2.324390294799e-04,3.042983666459e-04,2.971964350340e-07,4.501865194144e-41
6.935974121094e+01,2.214513206948e-04,2.295941120450e-04,2.765930498382e-04,2.306696602850e-04,3.019878623889e-04,1.261440030169e-07,1.205028797542e-43
6.952370452881e+01,2.205943392962e-04,2.266568103530e-04,2.750605907321e-04,2.297573719872e-04,3.002360277388e-04,4.132685686694e-08,2.597776957207e-46
6.968766021729e+01,2.201481908145e-04,2.237649445435e-04,2.729867116183e-04,2.294051922780e-04,2.988476620710e-04,1.044798721254e-08,4.511660591675e-49
6.985162353516e+01,2.198185110833e-04,2.210127871645e-04,2.703953360923e-04,2.292740206526e-04,2.976267353464e-04,2.037533887482e-09,6.308763084612e-52
7.001558685303e+01,2.193765901923e-04,2.185507178369e-04,2.673323115683e-04,2.290523304009e-04,2.964304405763e-04,3.064554303210e-10,7.104794338972e-55
7.017955017090e+01,2.187145119796e-04,2.165013872346e-04,2.638555939343e-04,2.285042783471e-04,2.951804156865e-04,3.553927575193e-11,6.444041047842e-58
7.034350585938e+01,2.178322261989e-04,2.148926745000e-04,2.600344531897e-04,2.274891054725e-04,2.938384600390e-04,3.177349659604e-12,4.708826693224e-61
7.050746917725e+01,2.167773537576e-04,2.136417726433e-04,2.559509316173e-04,2.259573948079e-04,2.923724282638e-04,2.188884129016e-13,2.770274835439e-64
7.067143249512e+01,2.155855980222e-04,2.125927023612e-04,2.517016868009e-04,2.239375620806e-04,2.907425765341e-04,1.161750106162e-14,1.312600308350e-67
7.083539581299e+01,2.142614987715e-04,2.115774650503e-04,2.473957551240e-04,2.215204432517e-04,2.889198908403e-04,4.749221580767e-16,5.008891697914e-71
7.099935913086e+01,2.128066150843e-04,2.104662426076e-04,2.431518075016e-04,2.188419239475e-04,2.869253541969e-04,1.495009298078e-17,1.539395723170e-74
7.116331481934e+01,2.112654051586e-04,2.091851315355e-04,2.390928892823e-04,2.160570301824e-04,2.848609432699e-04,3.623701905200e-19,3.811785034934e-78
7.132727813721e+01,2.097469278817e-04,2.077038230618e-04,2.353339058807e-04,2.133024754209e-04,2.829039123485e-04,6.759299475707e-21,7.598719233868e-82
7.149124145508e+01,2.084008640515e-04,2.060141264561e-04,2.319624029203e-04,2.106588467206e-04,2.812558088767e-04,9.702302538962e-23,1.219977693414e-85
7.165520477295e+01,2.073567947897e-04,2.041195289502e-04,2.290130486695e-04,2.081277029784e-04,2.800588553963e-04,1.071493638944e-24,1.577476421062e-89
7.181916046143e+01,2.066605367293e-04,2.020442900293e-04,2.264500541908e-04,2.056404821658e-04,2.793145635403e-04,9.104788503070e-27,1.643466475383e-93
7.198312377930e+01,2.062381752633e-04,1.998493088477e-04,2.241686385990e-04,2.030978633694e-04,2.788411411114e-04,5.949145602046e-29,1.378399792773e-97
7.214708709717e+01,2.059009008373e-04,1.976334042722e-04,2.220240218615e-04,2.004247879317e-04,2.782942799112e-04,2.989343540473e-31,9.310843854105e-102
7.231105041504e+01,2.053839746849e-04,1.955018102192e-04,2.198798258140e-04,1.976146781583e-04,2.772495379194e-04,1.154989712545e-33,5.065267461356e-106
7.247500610352e+01,2.044072583088e-04,1.935091284537e-04,2.176596147725e-04,1.947463798454e-04,2.753200496274e-04,3.431880123950e-36,2.220343683021e-110
7.263896942139e+01,2.027457490174e-04,1.916045560495e-04,2.153763479096e-04,1.919678292649e-04,2.722677644172e-04,7.837154563181e-39,7.834962197195e-115
7.280293273926e+01,2.003007941454e-04,1.896175336719e-04,2.131236643043e-04,1.894565426684e-04,2.680729728890e-04,1.375728318531e-41,2.226655870624e-119
7.296689605713e+01,1.971546651303e-04,1.873034798385e-04,2.110265565247e-04,1.873675975458e-04,2.629420484823e-04,1.856180077877e-44,5.096462034665e-124
7.313085937500e+01,1.935844395161e-04,1.844413336574e-04,2.091736048104e-04,1.857838364767e-04,2.572577263744e-04,1.924819254576e-47,9.394722991968e-129
7.329481506348e+01,1.900129553054e-04,1.809426334043e-04,2.075632951142e-04,1.846780445467e-04,2.514896417206e-04,1.534482536380e-50,1.395486105601e-133
7.345877838135e+01,1.868943696751e-04,1.769193203342e-04,2.060920260031e-04,1.838966435253e-04,2.460872384812e-04,9.397749830220e-54,1.668568597031e-138
7.362274169922e+01,1.845681978764e-04,1.726753773912e-04,2.045916241538e-04,1.831744938209e-04,2.413831365865e-04,4.422789864666e-57,1.606801059511e-143
7.378670501709e+01,1.831363761915e-04,1.686170759244e-04,2.028965009493e-04,1.821841973269e-04,2.375236038622e-04,1.599413817638e-60,1.246176759648e-148
7.395066070557e+01,1.824243441918e-04,1.651215444554e-04,2.009089019407e-04,1.806148338026e-04,2.344472706265e-04,4.446000647848e-64,7.788270611825e-154
7.411462402344e+01,1.820503121169e-04,1.624204802318e-04,1.986320278024e-04,1.782598652909e-04,2.319156838573e-04,9.492427768355e-68,3.917977472478e-159
7.427858734131e+01,1.815757767379e-04,1.605507788275e-04,1.961608529417e-04,1.750866705000e-04,2.295887917299e-04,1.557165123997e-71,1.587385213751e-164
7.444255065918e+01,1.806665161069e-04,1.593823178543e-04,1.936371441266e-04,1.712595418002e-04,2.271198706095e-04,1.962595766328e-75,5.179671547960e-170
7.460650634766e+01,1.791897392362e-04,1.586982101895e-04,1.911908244039e-04,1.671056024438e-04,2.242443923279e-04,1.901279256871e-79,1.362019905331e-175
7.477046966553e+01,1.772103786216e-04,1.582777662535e-04,1.888883091831e-04,1.630321840701e-04,2.208381520265e-04,1.414484128053e-83,2.882748192155e-181
7.493443298340e+01,1.749092329767e-04,1.579435837687e-04,1.867046156136e-04,1.594263377191e-04,2.169351758735e-04,8.084707776184e-88,4.913935558892e-187
7.509839630127e+01,1.724817953550e-04,1.575633070044e-04,1.845230258593e-04,1.565647796723e-04,2.127027849539e-04,3.550082336459e-92,6.746083305751e-193
7.526235198975e+01,1.700742809356e-04,1.570264881099e-04,1.821629657321e-04,1.545604336858e-04,2.083848942593e-04,1.198190015428e-96,7.463676050392e-199
7.542631530762e+01,1.677715946473e-04,1.562252725812e-04,1.794282698858e-04,1.533513337997e-04,2.042267566459e-04,3.105312037375e-101,6.646276232007e-205
7.559027862549e+01,1.656142162995e-04,1.550562793142e-04,1.761665739876e-04,1.527276359251e-04,2.004038356152e-04,6.182702982532e-106,4.766542703439e-211
7.575424194336e+01,1.636065667921e-04,1.534396295453e-04,1.723226287925e-04,1.523836755850e-04,1.969716548551e-04,9.456741690379e-111,2.753138651859e-217
7.591820526123e+01,1.617059802681e-04,1.513391591706e-04,1.679706587208e-04,1.519858356401e-04,1.938562530994e-04,1.111198281945e-115,1.280714049005e-223
7.608216094971e+01,1.598100215987e-04,1.487701490639e-04,1.633126063649e-04,1.512459820542e-04,1.908892387395e-04,1.003605810496e-120,4.801500423422e-230
7.624612426758e+01,1.577706595157e-04,1.457933667334e-04,1.586376060575e-04,1.499885387353e-04,1.878759928977e-04,6.959604152708e-126,1.448786613940e-236
7.641008758545e+01,1.554475414332e-04,1.425082583842e-04,1.542549290891e-04,1.481955591707e-04,1.846744951920e-04,3.707538647008e-131,3.520719068341e-243
7.657405090332e+01,1.527789819621e-04,1.390533024474e-04,1.504159057823e-04,1.460116102136e-04,1.812528603251e-04,1.517276843902e-136,6.890612296326e-250
7.673800659180e+01,1.498333988831e-04,1.356132311984e-04,1.472532541333e-04,1.436990279582e-04,1.777062236332e-04,4.772864692423e-142,1.086932214726e-256
7.690196990967e+01,1.468069958811e-04,1.324158090559e-04,1.447571062107e-04,1.415504006306e-04,1.742266359643e-04,1.152696938646e-147,1.379851233660e-263
7.706593322754e+01,1.439635469180e-04,1.297044460111e-04,1.427989197920e-04,1.397885202812e-04,1.710428789016e-04,2.138577955440e-153,1.410787380812e-270
7.722989654541e+01,1.415382977375e-04,1.276832374655e-04,1.411914636641e-04,1.384915981577e-04,1.683526788588e-04,3.047950736871e-159,1.161690294759e-277
7.739385223389e+01,1.396517358592e-04,1.264579309385e-04,1.397627634623e-04,1.375771765769e-04,1.662747091887e-04,3.339203202015e-165,7.710008465559e-285
7.755781555176e+01,1.382723325236e-04,1.260009647187e-04,1.384127295068e-04,1.368490291994e-04,1.648314696907e-04,2.808499308978e-171,4.118006358080e-292
7.772177886963e+01,1.372460657222e-04,1.261585111366e-04,1.371320915677e-04,1.360825724290e-04,1.639612315611e-04,1.814581111721e-177,1.771408259593e-299
7.788574218750e+01,1.363746112191e-04,1.266921030329e-04,1.359792771067e-04,1.351068259012e-04,1.635431838190e-04,9.006342563213e-184,6.136910822802e-307
7.804970550537e+01,1.355025865405e-04,1.273335849380e-04,1.350317782861e-04,1.338491377043e-04,1.634231686846e-04,3.433918982043e-190,1.712302356011e-314
7.821366119385e+01,1.345693675194e-04,1.278321693357e-04,1.343362160205e-04,1.323309230900e-04,1.634332169458e-04,1.006485127594e-196,3.853712037562e-322
7.837762451172e+01,1.336021420935e-04,1.279858306256e-04,1.338777036327e-04,1.306266327875e-04,1.634077420519e-04,2.264602754785e-203,0.000000000000e+00
7.854158782959e+01,1.326607043182e-04,1.276593354015e-04,1.335773072180e-04,1.288130684763e-04,1.632019052146e-04,3.914218437923e-210,0.000000000000e+00
7.870555114746e+01,1.317693572474e-04,1.267930936813e-04,1.333125900022e-04,1.269329673221e-04,1.627129782994e-04,5.197160820352e-217,0.000000000000e+00
7.886950683594e+01,1.308778048301e-04,1.254016502670e-04,1.329502498740e-04,1.249881143508e-04,1.618979137075e-04,5.304971518471e-224,0.000000000000e+00
7.903347015381e+01,1.298734065393e-04,1.235589397244e-04,1.323782442492e-04,1.229594030965e-04,1.607766043504e-04,4.156663883259e-231,0.000000000000e+00
7.919743347168e+01,1.286387021068e-04,1.213728343921e-04,1.315284816556e-04,1.208399270550e-04,1.594155917566e-04,2.501924354830e-238,0.000000000000e+00
7.936139678955e+01,1.271230632048e-04,1.189550711917e-04,1.303847649229e-04,1.186585371948e-04,1.578955589860e-04,1.156833065085e-245,0.000000000000e+00
7.952535247803e+01,1.253927570703e-04,1.163970650945e-04,1.289757999436e-04,1.164808527065e-04,1.562764306124e-04,4.112288934590e-253,0.000000000000e+00
7.968931579590e+01,1.236336599765e-04,1.137570707636e-04,1.273570905191e-04,1.143871949652e-04,1.545750366165e-04,1.122069001392e-260,0.000000000000e+00
7.985327911377e+01,1.221031997678e-04,1.110622292116e-04,1.255910578543e-04,1.124441687935e-04,1.527661892998e-04,2.351919141503e-268,0.000000000000e+00
8.001724243164e+01,1.210451266318e-04,1.083210483772e-04,1.237332756128e-04,1.106868346569e-04,1.508043636093e-04,3.786971129652e-276,0.000000000000e+00
8.018120574951e+01,1.205977841340e-04,1.055435483897e-04,1.218312985553e-04,1.091222508624e-04,1.486557884185e-04,4.684123167729e-284,0.000000000000e+00
8.034516143799e+01,1.207302835632e-04,1.027614951986e-04,1.199341734412e-04,1.077468803336e-04,1.463255923998e-04,4.454584468088e-292,0.000000000000e+00
8.050912475586e+01,1.212351495448e-04,1.000392726913e-04,1.181037314492e-04,1.065604577010e-04,1.438687182088e-04,3.251487185535e-300,0.000000000000e+00
8.067308807373e+01,1.217860444785e-04,9.747019307953e-05,1.164182392198e-04,1.055639200346e-04,1.413848717293e-04,1.823154252718e-308,0.000000000000e+00
8.083705139160e+01,1.220425170515e-04,9.515525045343e-05,1.149598981438e-04,1.047413341014e-04,1.390020981518e-04,7.852921467167e-317,0.000000000000e+00
8.100100708008e+01,1.217619736755e-04,9.317518056451e-05,1.137895116859e-04,1.040412368377e-04,1.368594233768e-04,0.000000000000e+00,0.000000000000e+00
8.116497039795e+01,1.208753073612e-04,9.156880709380e-05,1.129182908144e-04,1.033723299375e-04,1.350915688700e-04,0.000000000000e+00,0.000000000000e+00
8.132893371582e+01,1.194998409563e-04,9.033012942780e-05,1.122925645903e-04,1.026186501956e-04,1.338151930081e-04,0.000000000000e+00,0.000000000000e+00
8.149289703369e+01,1.178903124480e-04,8.942227588402e-05,1.118017038543e-04,1.016654676116e-04,1.331101553511e-04,0.000000000000e+00,0.000000000000e+00
8.165685272217e+01,1.163525126105e-04,8.879821784368e-05,1.113114342754e-04,1.004243773896e-04,1.329968744512e-04,0.000000000000e+00,0.000000000000e+00
8.182081604004e+01,1.151526064671e-04,8.841218476776e-05,1.107111660830e-04,9.885055783394e-05,1.334162887973e-04,0.000000000000e+00,0.000000000000e+00
8.198477935791e+01,1.144506728329e-04,8.821405871882e-05,1.099566024469e-04,9.695354944560e-05,1.342249856138e-04,0.000000000000e+00,0.000000000000e+00
8.214874267578e+01,1.142704273188e-04,8.813122873777e-05,1.090881964905e-04,9.480114555847e-05,1.352160678707e-04,0.000000000000e+00,0.000000000000e+00
8.231269836426e+01,1.145060391975e-04,8.805357289753e-05,1.082161019167e-04,9.251313498182e-05,1.361667381534e-04,0.000000000000e+00,0.000000000000e+00
8.247666168213e+01,1.149565426807e-04,8.783622828695e-05,1.074762416124e-04,9.023802890141e-05,1.368999173175e-04,0.000000000000e+00,0.000000000000e+00
8.264062500000e+01,1.153742109772e-04,8.732417516768e-05,1.069762144970e-04,8.811556410666e-05,1.373360821485e-04,0.000000000000e+00,0.000000000000e+00
