pm25,HR,CorrDiff,Diffusion,Reg,LR-interp,FLAML,RF
2.918916130066e+01,4.409928362929e-03,4.535094464372e-03,4.447698572213e-03,4.540132519667e-03,4.991383752176e-03,2.704026667332e-03,4.525774090394e-03
2.935312271118e+01,4.366643749316e-03,4.485052350585e-03,4.393097443141e-03,4.478540518296e-03,4.973655315425e-03,2.639975497622e-03,4.444285297759e-03
2.951708412170e+01,4.321934264948e-03,4.436014237510e-03,4.337488924168e-03,4.419295764006e-03,4.956770003324e-03,2.569676986623e-03,4.367177917571e-03
2.968104553223e+01,4.275131107405e-03,4.387837749976e-03,4.280295839536e-03,4.362870542210e-03,4.938020069604e-03,2.496005846450e-03,4.293589357248e-03
2.984500694275e+01,4.225825765929e-03,4.340579603782e-03,4.221764525238e-03,4.309813986984e-03,4.914878624228e-03,2.423810329684e-03,4.220716248663e-03
3.000897026062e+01,4.173972876968e-03,4.294551431631e-03,4.162990931415e-03,4.260559533542e-03,4.885329145748e-03,2.357329928832e-03,4.146792408291e-03
3.017293167114e+01,4.120020665926e-03,4.250279328366e-03,4.105670439705e-03,4.215173890415e-03,4.848137802063e-03,2.296466090997e-03,4.071892050507e-03
3.033689308167e+01,4.064945343006e-03,4.208344706377e-03,4.051645339079e-03,4.173170466543e-03,4.803019631655e-03,2.236550516725e-03,3.996091054671e-03
3.050085449219e+01,4.010133345655e-03,4.169154520538e-03,4.002420995419e-03,4.133504399053e-03,4.750654799286e-03,2.173819803843e-03,3.917929427084e-03
3.066481590271e+01,3.957125742600e-03,4.132695087257e-03,3.958794573995e-03,4.094763020215e-03,4.692523750551e-03,2.110342016035e-03,3.834215801482e-03
3.082877731323e+01,3.907314330390e-03,4.098338980358e-03,3.920688269960e-03,4.055491427440e-03,4.630588901704e-03,2.051854603579e-03,3.740067369800e-03
3.099273872375e+01,3.861670392462e-03,4.064776044253e-03,3.887193612958e-03,4.014542667255e-03,4.566902002474e-03,2.001544788719e-03,3.629984152390e-03
3.115670013428e+01,3.820541930488e-03,4.030144676243e-03,3.856783923794e-03,3.971344941928e-03,4.503242142552e-03,1.957852885064e-03,3.501724434401e-03
3.132066154480e+01,3.783527429904e-03,3.992407253495e-03,3.827639309689e-03,3.926011363598e-03,4.440873086468e-03,1.918035218923e-03,3.360753254548e-03
3.148462295532e+01,3.749454400499e-03,3.949917707556e-03,3.798026651123e-03,3.879264839745e-03,4.380460702790e-03,1.881773943105e-03,3.219757391025e-03
3.164858436584e+01,3.716524375197e-03,3.902002993577e-03,3.766660900786e-03,3.832205005212e-03,4.322137428488e-03,1.850524238728e-03,3.091438668464e-03
3.181254577637e+01,3.682666619123e-03,3.849311073518e-03,3.732951365611e-03,3.785996080529e-03,4.265664928712e-03,1.824104067712e-03,2.980137656273e-03
3.197650718689e+01,3.646047388092e-03,3.793737958378e-03,3.697042224791e-03,3.741581218354e-03,4.210636839550e-03,1.798237927270e-03,2.879906112091e-03
3.214046859741e+01,3.605569169850e-03,3.737921897939e-03,3.659615648511e-03,3.699508924252e-03,4.156672980241e-03,1.765824514420e-03,2.780713351835e-03
3.230443191528e+01,3.561160639721e-03,3.684485348888e-03,3.621523084258e-03,3.659896829009e-03,4.103570948811e-03,1.722054386413e-03,2.677223244730e-03
3.246839523315e+01,3.513750004887e-03,3.635310067994e-03,3.583398322133e-03,3.622499353350e-03,4.051398071151e-03,1.668621333056e-03,2.573151847422e-03
3.263235473633e+01,3.464961954454e-03,3.591087278702e-03,3.545421109616e-03,3.586815197867e-03,4.000509905315e-03,1.612112429788e-03,2.478571412841e-03
3.279631805420e+01,3.416691534297e-03,3.551260459500e-03,3.507340162078e-03,3.552191278636e-03,3.951495888502e-03,1.559345598808e-03,2.402877678679e-03
3.296027755737e+01,3.370728333010e-03,3.514342961190e-03,3.468755554248e-03,3.517919507853e-03,3.905076257725e-03,1.515118143024e-03,2.348541850211e-03
3.312423706055e+01,3.328479476546e-03,3.478451995026e-03,3.429501732338e-03,3.483304706890e-03,3.861934138013e-03,1.481240447563e-03,2.309629732095e-03
3.328820037842e+01,3.290811210390e-03,3.441903865446e-03,3.389948322460e-03,3.447717897711e-03,3.822529917032e-03,1.454295824215e-03,2.275799987575e-03
3.345215988159e+01,3.257960673427e-03,3.403686118214e-03,3.351037108108e-03,3.410622879452e-03,3.786920176483e-03,1.425544830854e-03,2.238135985474e-03
3.361612319946e+01,3.229500527855e-03,3.363664731564e-03,3.313996903796e-03,3.371579825269e-03,3.754631377063e-03,1.386430275529e-03,2.191873319374e-03
3.378008651733e+01,3.204398224135e-03,3.322488102682e-03,3.279870941374e-03,3.330275299545e-03,3.724674277954e-03,1.335526606658e-03,2.135505869468e-03
3.394404602051e+01,3.181177147325e-03,3.281212473320e-03,3.249061765683e-03,3.286582228797e-03,3.695714877144e-03,1.279255987734e-03,2.070094551715e-03
3.410800933838e+01,3.158188000246e-03,3.240807391715e-03,3.221131051053e-03,3.240649317500e-03,3.666383576674e-03,1.224993503809e-03,2.000084048071e-03
3.427196884155e+01,3.133947427701e-03,3.201754994558e-03,3.194964605042e-03,3.192986918029e-03,3.635629808691e-03,1.174138017949e-03,1.932346790266e-03
3.443593215942e+01,3.107441546934e-03,3.163884357596e-03,3.169208721583e-03,3.144464439089e-03,3.602974041302e-03,1.122814885731e-03,1.871958411789e-03
3.459989166260e+01,3.078306369687e-03,3.126514194803e-03,3.142780189101e-03,3.096212870063e-03,3.568576100492e-03,1.068560973043e-03,1.818321314967e-03
3.476385498047e+01,3.046794627782e-03,3.088781526218e-03,3.115188352722e-03,3.049401710022e-03,3.533070493594e-03,1.014251208220e-03,1.765309076133e-03
3.492781448364e+01,3.013563869020e-03,3.050014830173e-03,3.086552371559e-03,3.004979105895e-03,3.497252746871e-03,9.647311448793e-04,1.705369917541e-03
3.509177780151e+01,2.979379194365e-03,3.009971646538e-03,3.057325762491e-03,2.963428801141e-03,3.461710147977e-03,9.214849939316e-04,1.634513766663e-03
3.525573730469e+01,2.944910348491e-03,2.968902128366e-03,3.027916874285e-03,2.924672581002e-03,3.426556801614e-03,8.829304076088e-04,1.554359959059e-03
3.541970062256e+01,2.910692160341e-03,2.927433013291e-03,2.998386161946e-03,2.888144730545e-03,3.391351687457e-03,8.489550680350e-04,1.469544789113e-03
3.558366012573e+01,2.877230797311e-03,2.886376656079e-03,2.968371588371e-03,2.853057710676e-03,3.355264241769e-03,8.222672912599e-04,1.383708697990e-03
3.574762344360e+01,2.845080805637e-03,2.846516407744e-03,2.937226772899e-03,2.818738247900e-03,3.317408312561e-03,8.047562122508e-04,1.298647196019e-03
3.591158676147e+01,2.814780159667e-03,2.808459722060e-03,2.904296869155e-03,2.784921404471e-03,3.277233619690e-03,7.941072072469e-04,1.216573625925e-03
3.607554626465e+01,2.786617118892e-03,2.772568824623e-03,2.869180345698e-03,2.751857745696e-03,3.234784140388e-03,7.844957068064e-04,1.141256536586e-03
3.623950958252e+01,2.760380810565e-03,2.738983748937e-03,2.831875257554e-03,2.720195554170e-03,3.190707678692e-03,7.702564930936e-04,1.076155725636e-03
3.640346908569e+01,2.735293738522e-03,2.707720045949e-03,2.792775325128e-03,2.690701915794e-03,3.146019584989e-03,7.489172697428e-04,1.021982992727e-03
3.656743240356e+01,2.710211542364e-03,2.678772957972e-03,2.752516938413e-03,2.663938183957e-03,3.101712411098e-03,7.211226752267e-04,9.764299273495e-04
3.673139190674e+01,2.684044224747e-03,2.652196578900e-03,2.711772659663e-03,2.640057843228e-03,3.058425336264e-03,6.888021846979e-04,9.361834886535e-04
3.689535522461e+01,2.656189852603e-03,2.628094523008e-03,2.671048885104e-03,2.618789167802e-03,3.016292189370e-03,6.543388920920e-04,8.992116102707e-04
3.705931472778e+01,2.626802032092e-03,2.606538798895e-03,2.630591381891e-03,2.599603925321e-03,2.975045860294e-03,6.206180899094e-04,8.653964037037e-04
3.722327804565e+01,2.596769966353e-03,2.587434495578e-03,2.590404447164e-03,2.581948726372e-03,2.934273661860e-03,5.902907028163e-04,8.352573757087e-04
3.738723754883e+01,2.567459783186e-03,2.570414694574e-03,2.550396904594e-03,2.565427623489e-03,2.893715351243e-03,5.645380034981e-04,8.085542731759e-04
3.755120086670e+01,2.540314386291e-03,2.554815306208e-03,2.510561236191e-03,2.549845909861e-03,2.853445471153e-03,5.425613101694e-04,7.844379941263e-04
3.771516036987e+01,2.516474200708e-03,2.539776018477e-03,2.471133114164e-03,2.535140042270e-03,2.813913341623e-03,5.221400737351e-04,7.625874185733e-04
3.787912368774e+01,2.496505094533e-03,2.524432001845e-03,2.432636290012e-03,2.521254111399e-03,2.775832886826e-03,5.010164828317e-04,7.433472124615e-04
3.804308319092e+01,2.480301946497e-03,2.508137048314e-03,2.395819951686e-03,2.508046938064e-03,2.740019537601e-03,4.786525835043e-04,7.264310368902e-04
3.820704650879e+01,2.467143532531e-03,2.490615170222e-03,2.361482715106e-03,2.495245037299e-03,2.707209438414e-03,4.569658168081e-04,7.099359544124e-04
3.837100982666e+01,2.455869186021e-03,2.471982946004e-03,2.330264709160e-03,2.482436511061e-03,2.677918742744e-03,4.387433982774e-04,6.912579675579e-04
3.853496932983e+01,2.445108470227e-03,2.452622625260e-03,2.302452263004e-03,2.469082808394e-03,2.652321466136e-03,4.247640518793e-04,6.691148596294e-04
3.869893264771e+01,2.433515921629e-03,2.432967207936e-03,2.277871524630e-03,2.454565576540e-03,2.630154649926e-03,4.127950647615e-04,6.444815960981e-04
3.886289215088e+01,2.419973060120e-03,2.413303593607e-03,2.255927322290e-03,2.438299831229e-03,2.610678839287e-03,3.999188014169e-04,6.196395808996e-04
3.902685546875e+01,2.403724013887e-03,2.393673104109e-03,2.235787077230e-03,2.419902611731e-03,2.592729103120e-03,3.853741361490e-04,5.966664814159e-04
3.919081497192e+01,2.384436580678e-03,2.373912759859e-03,2.216681189415e-03,2.399368561577e-03,2.574911849013e-03,3.706210497200e-04,5.766932998792e-04
3.935477828979e+01,2.362175477767e-03,2.353776426359e-03,2.198191401223e-03,2.377147104828e-03,2.555915979302e-03,3.576008348971e-04,5.597527067687e-04
3.951873779297e+01,2.337318917516e-03,2.333064222508e-03,2.180402413271e-03,2.354065647263e-03,2.534862310517e-03,3.478449609547e-04,5.447738465534e-04
3.968270111084e+01,2.310442005288e-03,2.311679798869e-03,2.163805952689e-03,2.331086185668e-03,2.511544839650e-03,3.422445288187e-04,5.299826173356e-04
3.984666061401e+01,2.282222284080e-03,2.289625830098e-03,2.148986720484e-03,2.308991465183e-03,2.486472442432e-03,3.404440368372e-04,5.139576004183e-04
4.001062393188e+01,2.253367506491e-03,2.266967884803e-03,2.136218023319e-03,2.288106183770e-03,2.460675820667e-03,3.406229816260e-04,4.967860397244e-04
4.017458343506e+01,2.224575907126e-03,2.243830756427e-03,2.125180129350e-03,2.268180402237e-03,2.435374198113e-03,3.403597914106e-04,4.804795848796e-04
4.033854675293e+01,2.196485854830e-03,2.220419438580e-03,2.114940026857e-03,2.248471375408e-03,2.411612186789e-03,3.378499066453e-04,4.682013679909e-04
4.050251007080e+01,2.169621134680e-03,2.197047108983e-03,2.104212651310e-03,2.228011051651e-03,2.389997366019e-03,3.326786855485e-04,4.625256144458e-04
4.066646957397e+01,2.144318714089e-03,2.174112355763e-03,2.091764558557e-03,2.205947953011e-03,2.370576837754e-03,3.260220524648e-04,4.635893401342e-04
4.083043289185e+01,2.120661213013e-03,2.152010806471e-03,2.076769894845e-03,2.181835348779e-03,2.352853886210e-03,3.199986242360e-04,4.685549332039e-04
4.099439239502e+01,2.098435973183e-03,2.131003274372e-03,2.058979397033e-03,2.155761057058e-03,2.335911987025e-03,3.156685045286e-04,4.732906318720e-04
4.115835571289e+01,2.077124988973e-03,2.111073217142e-03,2.038667229086e-03,2.128265060324e-03,2.318595520507e-03,3.113365633985e-04,4.750724155389e-04
4.132231521606e+01,2.055967154734e-03,2.091848782839e-03,2.016442065199e-03,2.100109087206e-03,2.299724535847e-03,3.042420220644e-04,4.736398961125e-04
4.148627853394e+01,2.034098328584e-03,2.072628758733e-03,1.993021199998e-03,2.071989469483e-03,2.278293824649e-03,2.942245783278e-04,4.697871085825e-04
4.165023803711e+01,2.010780337173e-03,2.052551712788e-03,1.969066473691e-03,2.044334706563e-03,2.253631143707e-03,2.842570658837e-04,4.637387102336e-04
4.181420135498e+01,1.985646374977e-03,2.030858136456e-03,1.945096436231e-03,2.017243515604e-03,2.225467778960e-03,2.772132684729e-04,4.554366310497e-04
4.197816085815e+01,1.958880608139e-03,2.007159137825e-03,1.921480766472e-03,1.990583678679e-03,2.193925963613e-03,2.733570552315e-04,4.459343350747e-04
4.214212417603e+01,1.931222985843e-03,1.981570081941e-03,1.898470729142e-03,1.964161438144e-03,2.159420892000e-03,2.710237111530e-04,4.377029590051e-04
4.230608367920e+01,1.903796661068e-03,1.954650086433e-03,1.876252528689e-03,1.937883554176e-03,2.122538175306e-03,2.685120109070e-04,4.332745050373e-04
4.247004699707e+01,1.877813283180e-03,1.927162726650e-03,1.854979201341e-03,1.911817752847e-03,2.083911497268e-03,2.646974111943e-04,4.336181743044e-04
4.263400650024e+01,1.854305984462e-03,1.899804308194e-03,1.834779548686e-03,1.886156011660e-03,2.044161754776e-03,2.587928799836e-04,4.376854955015e-04
4.279796981812e+01,1.833970163704e-03,1.873017662345e-03,1.815724346374e-03,1.861104981085e-03,2.003879101779e-03,2.510531116443e-04,4.431352094015e-04
4.296193313599e+01,1.817134770433e-03,1.846966912138e-03,1.797780244025e-03,1.836792255073e-03,1.963654349799e-03,2.437965689219e-04,4.474090182573e-04
4.312589263916e+01,1.803768440793e-03,1.821608450677e-03,1.780766058555e-03,1.813225699195e-03,1.924100631186e-03,2.402024434551e-04,4.487021306362e-04
4.328985595703e+01,1.793443379643e-03,1.796772389784e-03,1.764341061868e-03,1.790320230386e-03,1.885846056498e-03,2.412789788335e-04,4.466788821740e-04
4.345381546021e+01,1.785256487787e-03,1.772209996353e-03,1.748037490293e-03,1.767966068175e-03,1.849503711014e-03,2.448490098567e-04,4.424872109318e-04
4.361777877808e+01,1.777796601401e-03,1.747617325665e-03,1.731318407718e-03,1.746082900731e-03,1.815618618985e-03,2.479600097935e-04,4.377586865650e-04
4.378173828125e+01,1.769283823647e-03,1.722708314752e-03,1.713654479197e-03,1.724650132379e-03,1.784645441711e-03,2.495491050572e-04,4.332211282056e-04
4.394570159912e+01,1.757910576568e-03,1.697334132014e-03,1.694592546991e-03,1.703692859169e-03,1.756935763215e-03,2.505508943687e-04,4.281679328380e-04
4.410966110229e+01,1.742295573579e-03,1.671615527917e-03,1.673825579814e-03,1.683247988576e-03,1.732735454422e-03,2.521674317555e-04,4.213160653103e-04
4.427362442017e+01,1.721858846199e-03,1.645989192415e-03,1.651254831867e-03,1.663303664081e-03,1.712133374625e-03,2.544626486565e-04,4.121125577087e-04
4.443758392334e+01,1.696957699524e-03,1.621141404638e-03,1.627057084280e-03,1.643740836272e-03,1.694969745914e-03,2.562072502510e-04,4.011414502841e-04
4.460154724121e+01,1.668712576990e-03,1.597831509370e-03,1.601722145539e-03,1.624289987446e-03,1.680721614757e-03,2.555664783125e-04,3.894807639580e-04
4.476550674438e+01,1.638619493507e-03,1.576692701894e-03,1.576041132394e-03,1.604559257231e-03,1.668452931981e-03,2.510790897737e-04,3.780147549210e-04
4.492947006226e+01,1.608107140085e-03,1.558063152295e-03,1.550993557974e-03,1.584147530599e-03,1.656881994732e-03,2.423517167763e-04,3.673817947452e-04
4.509342956543e+01,1.578235956193e-03,1.541906387980e-03,1.527548233344e-03,1.562837327725e-03,1.644591438378e-03,2.298877808459e-04,3.582346371844e-04
4.525739288330e+01,1.549607256723e-03,1.527815629387e-03,1.506407996419e-03,1.540773307937e-03,1.630318039302e-03,2.143862614931e-04,3.511079913319e-04
4.542135620117e+01,1.522470790860e-03,1.515106565610e-03,1.487810332640e-03,1.518535592276e-03,1.613237280205e-03,1.964890973705e-04,3.458876931550e-04
4.558531570435e+01,1.496894530004e-03,1.502966755555e-03,1.471469528026e-03,1.497026641507e-03,1.593146417727e-03,1.772260905028e-04,3.417465325090e-04
4.574927902222e+01,1.472883976309e-03,1.490630113589e-03,1.456713739873e-03,1.477194500604e-03,1.570497190849e-03,1.584086475761e-04,3.380402125810e-04
4.591323852539e+01,1.450406761564e-03,1.477529422475e-03,1.442771485324e-03,1.459704027290e-03,1.546280231344e-03,1.421620160454e-04,3.351142660648e-04
4.607720184326e+01,1.429343905074e-03,1.463373458305e-03,1.429066999188e-03,1.444689144250e-03,1.521779620222e-03,1.298737453409e-04,3.336119748160e-04
4.624116134644e+01,1.409459049758e-03,1.448138351100e-03,1.415388050868e-03,1.431710634966e-03,1.498268584088e-03,1.216223744599e-04,3.328266626247e-04
4.640512466431e+01,1.390418099934e-03,1.431983754990e-03,1.401840179501e-03,1.419928110804e-03,1.476702779951e-03,1.162868348798e-04,3.303480580654e-04
4.656908416748e+01,1.371868401170e-03,1.415153575625e-03,1.388642265349e-03,1.408419820782e-03,1.457511188070e-03,1.119954985513e-04,3.239023262239e-04
4.673304748535e+01,1.353516326677e-03,1.397897131408e-03,1.375888998395e-03,1.396499956038e-03,1.440534256802e-03,1.071427951728e-04,3.134396930215e-04
4.689700698853e+01,1.335172550513e-03,1.380439487876e-03,1.363428755262e-03,1.383905575573e-03,1.425143975270e-03,1.015770195900e-04,3.012272399839e-04
4.706097030640e+01,1.316736635211e-03,1.362970483862e-03,1.350902093686e-03,1.370773491236e-03,1.410486543534e-03,9.638886853536e-05,2.901417069250e-04
4.722492980957e+01,1.298152958071e-03,1.345634146704e-03,1.337897080280e-03,1.357442772426e-03,1.395768253964e-03,9.225915627636e-05,2.819468003244e-04
4.738889312744e+01,1.279356877913e-03,1.328492463202e-03,1.324099136175e-03,1.344180695628e-03,1.380475184143e-03,8.855782662376e-05,2.766520452359e-04
4.755285644531e+01,1.260251312435e-03,1.311495100573e-03,1.309353551185e-03,1.330974419247e-03,1.364476995650e-03,8.419415682987e-05,2.730356971569e-04
4.771681594849e+01,1.240714241794e-03,1.294481729447e-03,1.293618371613e-03,1.317476453837e-03,1.347999266815e-03,7.870274790695e-05,2.699557417346e-04
4.788077926636e+01,1.220637854817e-03,1.277242672052e-03,1.276867029216e-03,1.303125198543e-03,1.331502360087e-03,7.243921497196e-05,2.675522729318e-04
4.804473876953e+01,1.199991038148e-03,1.259623460168e-03,1.259024191491e-03,1.287382675320e-03,1.315522637004e-03,6.625778395884e-05,2.671284465128e-04
4.820870208740e+01,1.178874930478e-03,1.241610268993e-03,1.239973686486e-03,1.269972873917e-03,1.300515067924e-03,6.092880938633e-05,2.694654973856e-04
4.837266159058e+01,1.157564545245e-03,1.223355682207e-03,1.219645013539e-03,1.251024463239e-03,1.286745704134e-03,5.654000200967e-05,2.730959130173e-04
4.853662490845e+01,1.136501731837e-03,1.205117756091e-03,1.198118377883e-03,1.231046456916e-03,1.274243620224e-03,5.264822720434e-05,2.744819847686e-04
4.870058441162e+01,1.116245153463e-03,1.187163060793e-03,1.175706410085e-03,1.210762880145e-03,1.262824118422e-03,4.909700222550e-05,2.701697396179e-04
4.886454772949e+01,1.097367495608e-03,1.169682320952e-03,1.152959117732e-03,1.190871472893e-03,1.252150831607e-03,4.630371773635e-05,2.589285677272e-04
4.902850723267e+01,1.080337155164e-03,1.152773790932e-03,1.130596987659e-03,1.171846869873e-03,1.241809795250e-03,4.469183195237e-05,2.422061688113e-04
4.919247055054e+01,1.065401932463e-03,1.136475263217e-03,1.109367993004e-03,1.153854725390e-03,1.231357258748e-03,4.420119914806e-05,2.231657397391e-04
4.935643005371e+01,1.052522128062e-03,1.120816110442e-03,1.089872972091e-03,1.136810892913e-03,1.220347113713e-03,4.437011617250e-05,2.054251847224e-04
4.952039337158e+01,1.041365108091e-03,1.105837565578e-03,1.072385123159e-03,1.120527878201e-03,1.208356364903e-03,4.458027901519e-05,1.919568772148e-04
4.968435287476e+01,1.031377628977e-03,1.091586158944e-03,1.056734988636e-03,1.104884670918e-03,1.195048223287e-03,4.422191903368e-05,1.842973158610e-04
4.984831619263e+01,1.021905925168e-03,1.078091174930e-03,1.042305969779e-03,1.089934622968e-03,1.180267752444e-03,4.293920207736e-05,1.824440802468e-04
5.001227951050e+01,1.012332086140e-03,1.065361832919e-03,1.028188371131e-03,1.075920765737e-03,1.164138368645e-03,4.090477528274e-05,1.853958700903e-04
5.017623901367e+01,1.002179088657e-03,1.053398648460e-03,1.013459969022e-03,1.063184314605e-03,1.147086560470e-03,3.879029666194e-05,1.915414031125e-04
5.034020233154e+01,9.911633462630e-04,1.042204011344e-03,9.975051733836e-04,1.052001542013e-03,1.129750890292e-03,3.732656303325e-05,1.986607231136e-04
5.050416183472e+01,9.791975747539e-04,1.031774627513e-03,9.802450549519e-04,1.042412355346e-03,1.112791060222e-03,3.679187418885e-05,2.043583382037e-04
5.066812515259e+01,9.663513818583e-04,1.022068643431e-03,9.621636435434e-04,1.034109599067e-03,1.096659471867e-03,3.686993042003e-05,2.072025453558e-04
5.083208465576e+01,9.527901580482e-04,1.012975544965e-03,9.441227949634e-04,1.026458005971e-03,1.081445704372e-03,3.699701660332e-05,2.073917293340e-04
5.099604797363e+01,9.386924166509e-04,1.004304676658e-03,9.270362883203e-04,1.018646175896e-03,1.066853110451e-03,3.683368338625e-05,2.060551507882e-04
5.116000747681e+01,9.241704502275e-04,9.958073961680e-04,9.115596999700e-04,1.009921512173e-03,1.052328241257e-03,3.633702480178e-05,2.039846722652e-04
5.132397079468e+01,9.092130080464e-04,9.872127134717e-04,8.979123212104e-04,9.997988577253e-04,1.037277428578e-03,3.547781876867e-05,2.010725162823e-04
5.148793029785e+01,8.936922159563e-04,9.782614701521e-04,8.858965603666e-04,9.881533557963e-04,1.021295666072e-03,3.421256754691e-05,1.966714904545e-04
5.165189361572e+01,8.774351329347e-04,9.687208657648e-04,8.750647684680e-04,9.751582655816e-04,1.004318689338e-03,3.274316230902e-05,1.902681304759e-04
5.181585311890e+01,8.603451354172e-04,9.583914495744e-04,8.649451717466e-04,9.611269883075e-04,9.866664114237e-04,3.138990229900e-05,1.818104421295e-04
5.197981643677e+01,8.425066203894e-04,9.471143091016e-04,8.552139721237e-04,9.463556858448e-04,9.689624343906e-04,3.015770910427e-05,1.714042281269e-04
5.214377975464e+01,8.242318601892e-04,9.347943635526e-04,8.457594295274e-04,9.310680973921e-04,9.519690629893e-04,2.883201702326e-05,1.589021009048e-04
5.230773925781e+01,8.060204852543e-04,9.214296997057e-04,8.366299225444e-04,9.154749306777e-04,9.363739918435e-04,2.754255645902e-05,1.442536279022e-04
5.247170257568e+01,7.884571432062e-04,9.071341441827e-04,8.279162616229e-04,8.998849623801e-04,9.225897494492e-04,2.687046312006e-05,1.284111376553e-04
5.263566207886e+01,7.720974210276e-04,8.921404816149e-04,8.196370105857e-04,8.847646046957e-04,9.106272082143e-04,2.726140499152e-05,1.134387356057e-04
5.279962539673e+01,7.573729637802e-04,8.767662953901e-04,8.116745553074e-04,8.706633721211e-04,9.000793792728e-04,2.849625968433e-05,1.012490159548e-04
5.296358489990e+01,7.445460913675e-04,8.613549530633e-04,8.037867400503e-04,8.580300444821e-04,8.902373906686e-04,2.981073855619e-05,9.224930786464e-05
5.312754821777e+01,7.336951998787e-04,8.461982067059e-04,7.956717366069e-04,8.470032360525e-04,8.802968011544e-04,3.038731589145e-05,8.544217763712e-05
5.329150772095e+01,7.247217454032e-04,8.314808510889e-04,7.870570408349e-04,8.373003995564e-04,8.695921708265e-04,2.967764572816e-05,7.984393274845e-05
5.345547103882e+01,7.173522910361e-04,8.172638478226e-04,7.777715034491e-04,8.282579579002e-04,8.577715542821e-04,2.749350519903e-05,7.552841099816e-05
5.361943054199e+01,7.111438358737e-04,8.035248284165e-04,7.677833212693e-04,8.190114310976e-04,8.448621327660e-04,2.407460907309e-05,7.309940958098e-05
5.378339385986e+01,7.055072777214e-04,7.902225901562e-04,7.571880727889e-04,8.087319159656e-04,8.312082148782e-04,2.007897008112e-05,7.232220912049e-05
5.394735336304e+01,6.997852073209e-04,7.773535865962e-04,7.461568692495e-04,7.968440213836e-04,8.173247294552e-04,1.632320543346e-05,7.164057207527e-05
5.411131668091e+01,6.933896780513e-04,7.649552908519e-04,7.348536386385e-04,7.831645174471e-04,8.037159949177e-04,1.341419715088e-05,6.913962258729e-05
5.427527618408e+01,6.859701879102e-04,7.530650998538e-04,7.233595998508e-04,7.679483320439e-04,7.907286727990e-04,1.154509954906e-05,6.386829804691e-05
5.443923950195e+01,6.775322256440e-04,7.416596679227e-04,7.116341551232e-04,7.518311360886e-04,7.784701673352e-04,1.050654846815e-05,5.628097589821e-05
5.460320281982e+01,6.684366277457e-04,7.306280188014e-04,6.995479364922e-04,7.356903539534e-04,7.668188118335e-04,9.911476920840e-06,4.763291806077e-05
5.476716232300e+01,6.592551778947e-04,7.197924610727e-04,6.869804126921e-04,7.204475573504e-04,7.555093088708e-04,9.558937789142e-06,3.905564356266e-05
5.493112564087e+01,6.505414591213e-04,7.089652030525e-04,6.739474914322e-04,7.068673709458e-04,7.442640647018e-04,9.574312571312e-06,3.111169314548e-05
5.509508514404e+01,6.426273679672e-04,6.980084060458e-04,6.607020055720e-04,6.954132929146e-04,7.329228424226e-04,1.011070103979e-05,2.403202824537e-05
5.525904846191e+01,6.355349702604e-04,6.868659810855e-04,6.477445913522e-04,6.861894075171e-04,7.215137573961e-04,1.102274077666e-05,1.814264658328e-05
5.542300796509e+01,6.290365051257e-04,6.755728350141e-04,6.357329744491e-04,6.789789172652e-04,7.102462074716e-04,1.195134627679e-05,1.389506626584e-05
5.558697128296e+01,6.228054140102e-04,6.642446339776e-04,6.253053678766e-04,6.733406721304e-04,6.994286488418e-04,1.258772851588e-05,1.146951183661e-05
5.575093078613e+01,6.165736124059e-04,6.530626223467e-04,6.168891855129e-04,6.687273934139e-04,6.893638319757e-04,1.271968427578e-05,1.045916012679e-05
5.591489410400e+01,6.102183231392e-04,6.422408558366e-04,6.105584773736e-04,6.645834666430e-04,6.802630223523e-04,1.218135261764e-05,1.003260098484e-05
5.607885360718e+01,6.037663766656e-04,6.319809907569e-04,6.060000204361e-04,6.604082919777e-04,6.722128401404e-04,1.097327242114e-05,9.450023222998e-06
5.624281692505e+01,5.973441904216e-04,6.224177090898e-04,6.025951273499e-04,6.557826954791e-04,6.651800301141e-04,9.425992137885e-06,8.466167833073e-06
5.640677642822e+01,5.911257369399e-04,6.135865526261e-04,5.995929898813e-04,6.503773216747e-04,6.590369703255e-04,8.116428177565e-06,7.299675881848e-06
5.657073974609e+01,5.853004876801e-04,6.054258632129e-04,5.963122070783e-04,6.439581235314e-04,6.535863564648e-04,7.513884311809e-06,6.276242176382e-06
5.673469924927e+01,5.800601122923e-04,5.978181793136e-04,5.923049106881e-04,6.364014948552e-04,6.485935162150e-04,7.641521817831e-06,5.525445780395e-06
5.689866256714e+01,5.755754817332e-04,5.906410025397e-04,5.874280163103e-04,6.277088347728e-04,6.438316199826e-04,8.081897039671e-06,4.977499278710e-06
5.706262588501e+01,5.719513663620e-04,5.838032833254e-04,5.818071163180e-04,6.180109115375e-04,6.391403340959e-04,8.351462599854e-06,4.561867998863e-06
5.722658538818e+01,5.691631065724e-04,5.772467018215e-04,5.757167167124e-04,6.075485337694e-04,6.344701790415e-04,8.270756823917e-06,4.330638019151e-06
5.739054870605e+01,5.670081578459e-04,5.709202961167e-04,5.694346117168e-04,5.966329515110e-04,6.298821057110e-04,7.973892876921e-06,4.377194002893e-06
5.755450820923e+01,5.651102616854e-04,5.647530291367e-04,5.631338738882e-04,5.855987253923e-04,6.254897037190e-04,7.645961754176e-06,4.684107336749e-06
